dataset,model,neighbours,weights,tasks_description,accuracy,precision,recall,f1,roc_auc,roc_auc_ovr
9952,knn,7,uniform,disbalanced_binary_tasks,0.8808355582939686,0.8214749712041834,0.760405222514131,0.7892919653622366,0.9316472031951776,0.9316472031951776
9971,knn,7,uniform,disbalanced_binary_tasks,0.6570426651081239,0.4024586524586525,0.31911764705882356,0.34830050075684105,0.6435195267131243,0.6435195267131243
9977,knn,7,uniform,disbalanced_binary_tasks,0.9303623849820373,0.9530880998155661,0.9500846978828499,0.951249151980212,0.9679399092262944,0.9679399092262944
9978,knn,7,uniform,disbalanced_binary_tasks,0.919474961874825,0.3910568086883876,0.15,0.2036230803690758,0.7471336715065773,0.7471336715065773
10101,knn,7,uniform,disbalanced_binary_tasks,0.7073873873873874,0.2856477930671479,0.261437908496732,0.22190496402296062,0.5697339754615298,0.5697339754615298
6,knn,7,uniform,multiclass_tasks,0.9447999999999999,,,,,0.997373408860281
11,knn,7,uniform,multiclass_tasks,0.788658474142345,,,,,0.7990470723569634
12,knn,7,uniform,multiclass_tasks,0.966,,,,,0.9940416666666664
14,knn,7,uniform,multiclass_tasks,0.798,,,,,0.9668791666666667
16,knn,7,uniform,multiclass_tasks,0.9480000000000001,,,,,0.9943458333333333
18,knn,7,uniform,multiclass_tasks,0.7144999999999999,,,,,0.9488097222222223
22,knn,7,uniform,multiclass_tasks,0.807,,,,,0.9704583333333334
23,knn,7,uniform,multiclass_tasks,0.4997150211435925,,,,,0.6529744217693061
28,knn,7,uniform,multiclass_tasks,0.9701067615658363,,,,,0.9968546411231676
32,knn,7,uniform,multiclass_tasks,0.9917212341798329,,,,,0.9988774459389846
45,knn,7,uniform,multiclass_tasks,0.7714733542319749,,,,,0.9126229491569869
53,knn,7,uniform,multiclass_tasks,0.7187815126050421,,,,,0.9081031035796482
2074,knn,7,uniform,multiclass_tasks,0.9057542768273719,,,,,0.9836921681243982
2079,knn,7,uniform,multiclass_tasks,0.41899296556830806,,,,,0.7188008313320858
3022,knn,7,uniform,multiclass_tasks,0.594949494949495,,,,,0.9024523007856342
3481,knn,7,uniform,multiclass_tasks,0.9099651097725552,,,,,0.9928446834899622
3549,knn,7,uniform,multiclass_tasks,0.994075630252101,,,,,0.9986110510358894
3560,knn,7,uniform,multiclass_tasks,0.2285284810126582,,,,,0.5387961420507488
3573,knn,7,uniform,multiclass_tasks,0.9445428571428571,,,,,0.9919241005861654
9960,knn,7,uniform,multiclass_tasks,0.7667110259770811,,,,,0.912603352606092
9964,knn,7,uniform,multiclass_tasks,0.9146305031446541,,,,,0.990028642450126
9981,knn,7,uniform,multiclass_tasks,0.8555555555555557,,,,,0.9780044367283949
9985,knn,7,uniform,multiclass_tasks,0.5099892493822406,,,,,0.7535898202833572
3,knn,7,distance,balanced_binary_tasks,0.7662970219435736,0.7786381935929763,0.752545579635363,0.7525729733793466,0.8720586290211922,0.8720586290211922
15,knn,7,distance,balanced_binary_tasks,0.9671428571428571,0.9534070711896799,0.9543333333333333,0.9527090039602264,0.9878640096618359,0.9878640096618359
29,knn,7,distance,balanced_binary_tasks,0.8376811594202899,0.8436222237938598,0.8646423751686909,0.8454263426435109,0.8940384252608362,0.8940384252608362
31,knn,7,distance,balanced_binary_tasks,0.75,0.6522288659053365,0.37,0.47003162270724036,0.7592142857142857,0.7592142857142857
37,knn,7,distance,balanced_binary_tasks,0.740892002734108,0.662971141412991,0.5484330484330483,0.5975380610639018,0.7904358974358974,0.7904358974358974
43,knn,7,distance,balanced_binary_tasks,0.9080665849287938,0.8974516224087694,0.8670815372472832,0.8812609736352177,0.9500838147658882,0.9500838147658882
49,knn,7,distance,balanced_binary_tasks,0.7755811403508772,0.7809185732444172,0.910931899641577,0.83850974225425,0.8219700734643809,0.8219700734643809
219,knn,7,distance,balanced_binary_tasks,0.7079100081949921,0.7602529589734279,0.7585037393426382,0.7450803655722718,0.7686683273752638,0.7686683273752638
9910,knn,7,distance,balanced_binary_tasks,0.7640709219858156,0.7677742840814302,0.8102047715637978,0.788294315049295,0.8349942148738674,0.8349942148738674
9946,knn,7,distance,balanced_binary_tasks,0.9666353383458647,0.9856271112564018,0.9244588744588744,0.9531284433723457,0.9886260564831992,0.9886260564831992
9957,knn,7,distance,balanced_binary_tasks,0.8406289308176103,0.747644981241651,0.8166666666666667,0.7759337127619721,0.8976220710506425,0.8976220710506425
9976,knn,7,distance,balanced_binary_tasks,0.558076923076923,0.5484340344337282,0.66,0.598324755313205,0.5789940828402368,0.5789940828402368
10093,knn,7,distance,balanced_binary_tasks,0.9985401459854014,0.9967741935483871,1.0,0.9983739837398374,0.9993421052631579,0.9993421052631579
14952,knn,7,distance,balanced_binary_tasks,0.955847332116878,0.9512862688700805,0.9707596874670046,0.9608756431439509,0.9872899634911828,0.9872899634911828
3021,knn,7,distance,disbalanced_binary_tasks,0.961828975622079,0.8856277056277057,0.4420289855072463,0.5795980650693273,0.90748474985671,0.90748474985671
3902,knn,7,distance,disbalanced_binary_tasks,0.8957534246575343,0.6479166666666666,0.32516339869281047,0.4237433887510614,0.8769952512254902,0.8769952512254902
3903,knn,7,distance,disbalanced_binary_tasks,0.8918830638575861,0.4109523809523809,0.16875,0.2364130362391232,0.8087313196555218,0.8087313196555218
3904,knn,7,distance,disbalanced_binary_tasks,0.7707900360557447,0.35245220762290724,0.227447528774543,0.27512816912287963,0.6372318043522319,0.6372318043522319
3913,knn,7,distance,disbalanced_binary_tasks,0.8004354136429608,0.5434798534798535,0.4318181818181818,0.4546218487394958,0.7572339246119734,0.7572339246119734
3917,knn,7,distance,disbalanced_binary_tasks,0.8051478221620402,0.33115574535143977,0.20861742424242422,0.24816074718214748,0.6642992751173147,0.6642992751173147
3918,knn,7,distance,disbalanced_binary_tasks,0.9242833742833744,0.4027777777777778,0.20714285714285713,0.2653833095009565,0.7012876080230449,0.7012876080230449
7592,knn,7,distance,disbalanced_binary_tasks,0.8319480315897921,0.8755516574230331,0.9081954792994393,0.8915675912055704,0.8672934465487001,0.8672934465487001
9952,knn,7,distance,disbalanced_binary_tasks,0.9019278428150888,0.8602135676389965,0.7956850569222196,0.8262805326603184,0.9475359192325656,0.9475359192325656
9971,knn,7,distance,disbalanced_binary_tasks,0.6450029222676797,0.3800682650682651,0.31286764705882353,0.3369667111326704,0.6440587210493953,0.6440587210493953
9977,knn,7,distance,disbalanced_binary_tasks,0.9314359084190228,0.9540552594110492,0.9505720735116936,0.9519910820135346,0.9689663608632498,0.9689663608632498
9978,knn,7,distance,disbalanced_binary_tasks,0.919474961874825,0.3910568086883876,0.15,0.2036230803690758,0.7518407837818671,0.7518407837818671
10101,knn,7,distance,disbalanced_binary_tasks,0.6726126126126126,0.1806137992831541,0.22222222222222218,0.17765475465939862,0.4979417497993349,0.4979417497993349
6,knn,7,distance,multiclass_tasks,0.9512,,,,,0.9975218567369477
11,knn,7,distance,multiclass_tasks,0.7759600614439324,,,,,0.7916263613733454
12,knn,7,distance,multiclass_tasks,0.967,,,,,0.9941388888888889
14,knn,7,distance,multiclass_tasks,0.8084999999999999,,,,,0.9675333333333332
16,knn,7,distance,multiclass_tasks,0.9555,,,,,0.9944986111111109
18,knn,7,distance,multiclass_tasks,0.689,,,,,0.9001472222222222
22,knn,7,distance,multiclass_tasks,0.7865,,,,,0.9605291666666667
23,knn,7,distance,multiclass_tasks,0.46844548630262917,,,,,0.6262426953754338
28,knn,7,distance,multiclass_tasks,0.9717081850533809,,,,,0.9969206264948205
32,knn,7,distance,multiclass_tasks,0.9922670196045992,,,,,0.998882749094242
45,knn,7,distance,multiclass_tasks,0.7858934169278997,,,,,0.9198757155394413
53,knn,7,distance,multiclass_tasks,0.7140196078431373,,,,,0.9106021747650642
2074,knn,7,distance,multiclass_tasks,0.9063763608087092,,,,,0.9844661368194331
2079,knn,7,distance,multiclass_tasks,0.4123102554609404,,,,,0.7228952156059599
3022,knn,7,distance,multiclass_tasks,0.6444444444444445,,,,,0.910084175084175
3481,knn,7,distance,multiclass_tasks,0.9186865145979395,,,,,0.9932364976860788
3549,knn,7,distance,multiclass_tasks,0.994075630252101,,,,,0.9986186267934652
3560,knn,7,distance,multiclass_tasks,0.2071993670886076,,,,,0.5158473216849148
3573,knn,7,distance,multiclass_tasks,0.9455714285714286,,,,,0.9920644636029408
9960,knn,7,distance,multiclass_tasks,0.7808293846825956,,,,,0.9166751439063077
9964,knn,7,distance,multiclass_tasks,0.917134433962264,,,,,0.9906826114694365
9981,knn,7,distance,multiclass_tasks,0.8768518518518519,,,,,0.98046875
9985,knn,7,distance,multiclass_tasks,0.5513430249350149,,,,,0.7696770091291281
3,knn,9,uniform,balanced_binary_tasks,0.7672208072100314,0.7741677120445039,0.7636609907120743,0.7563606140810768,0.8644150213691011,0.8644150213691011
15,knn,9,uniform,balanced_binary_tasks,0.9657142857142859,0.9534070711896799,0.9501666666666667,0.9505813443857584,0.9902190821256038,0.9902190821256038
29,knn,9,uniform,balanced_binary_tasks,0.8405797101449275,0.8464680789535214,0.8672064777327935,0.848154005035776,0.8973232191313686,0.8973232191313686
31,knn,9,uniform,balanced_binary_tasks,0.756,0.6858742727860376,0.35,0.4610528659593783,0.7581666666666667,0.7581666666666667
37,knn,9,uniform,balanced_binary_tasks,0.7487012987012986,0.6810922191843244,0.5521367521367522,0.6061856083067723,0.7973361823361823,0.7973361823361823
43,knn,9,uniform,balanced_binary_tasks,0.8980698858813543,0.8901767808883078,0.847231497783984,0.8674583098839168,0.9460951835436084,0.9460951835436084
49,knn,9,uniform,balanced_binary_tasks,0.7181798245614035,0.7311206634646703,0.8902713773681515,0.8003344447531655,0.7541439628963348,0.7541439628963348
219,knn,9,uniform,balanced_binary_tasks,0.7165610427567431,0.766421344819677,0.7706996530106534,0.7539685750284963,0.7798811123727816,0.7798811123727816
9910,knn,9,uniform,balanced_binary_tasks,0.7470070921985815,0.7533345430559236,0.7929923693615377,0.7725211907284454,0.8195235114637967,0.8195235114637967
9946,knn,9,uniform,balanced_binary_tasks,0.9666040100250626,0.985627111256402,0.9244588744588744,0.952855410884936,0.9896985157699444,0.9896985157699444
9957,knn,9,uniform,balanced_binary_tasks,0.8387601078167117,0.7580707080185258,0.7971428571428572,0.7699871335537288,0.8980249926057381,0.8980249926057381
9976,knn,9,uniform,balanced_binary_tasks,0.5684615384615384,0.5574805187364851,0.6715384615384615,0.6084406597061988,0.5901331360946745,0.5901331360946745
10093,knn,9,uniform,balanced_binary_tasks,0.9985401459854014,0.9967741935483871,1.0,0.9983739837398374,0.9993421052631579,0.9993421052631579
14952,knn,9,uniform,balanced_binary_tasks,0.9318811419407101,0.931543335021497,0.9475385386970752,0.9394248963976706,0.9798705920313017,0.9798705920313017
3021,knn,9,uniform,disbalanced_binary_tasks,0.9607644590403212,0.8921886446886447,0.41141304347826085,0.554997040103277,0.9180752053053602,0.9180752053053602
3902,knn,9,uniform,disbalanced_binary_tasks,0.8971280113367973,0.7081601731601731,0.2748366013071895,0.3884268222199257,0.8648258782679739,0.8648258782679739
3903,knn,9,uniform,disbalanced_binary_tasks,0.888669769720725,0.31357142857142856,0.0625,0.09930638617002865,0.8153843718338398,0.8153843718338398
3904,knn,9,uniform,disbalanced_binary_tasks,0.7831945794846864,0.3784200285406244,0.2003791469194313,0.2601929886401298,0.643961357001692,0.643961357001692
3913,knn,9,uniform,disbalanced_binary_tasks,0.8119375907111757,0.5396717171717171,0.3936363636363636,0.4384436469962785,0.7939003273149614,0.7939003273149614
3917,knn,9,uniform,disbalanced_binary_tasks,0.8340690589031821,0.4349536501510186,0.1871212121212121,0.2543279248578325,0.6774298769266325,0.6774298769266325
3918,knn,9,uniform,disbalanced_binary_tasks,0.9278869778869779,0.425,0.14464285714285713,0.21080808080808078,0.7545963138802944,0.7545963138802944
7592,knn,9,uniform,disbalanced_binary_tasks,0.8384998034230378,0.8772146280619484,0.9159199750234336,0.8961415929059955,0.8769368643680361,0.8769368643680361
9952,knn,9,uniform,disbalanced_binary_tasks,0.875468268638324,0.8096287854431343,0.7540920308892604,0.780453642089934,0.9338141588961767,0.9338141588961767
9971,knn,9,uniform,disbalanced_binary_tasks,0.6724430157802455,0.4011474310003722,0.27132352941176474,0.31386896703163564,0.6512868714558995,0.6512868714558995
9977,knn,9,uniform,disbalanced_binary_tasks,0.9299272492284709,0.9530888948070254,0.9493942683148454,0.9509031153762605,0.9704049827099525,0.9704049827099525
9978,knn,9,uniform,disbalanced_binary_tasks,0.9293594970589151,0.4353571428571428,0.13125,0.19515109413850834,0.7848134506967345,0.7848134506967345
10101,knn,9,uniform,disbalanced_binary_tasks,0.7180360360360362,0.28667582417582416,0.25555555555555554,0.22036880007797094,0.571600160532049,0.571600160532049
6,knn,9,uniform,multiclass_tasks,0.94255,,,,,0.9979650979246426
11,knn,9,uniform,multiclass_tasks,0.8176139272913467,,,,,0.8390254250245442
12,knn,9,uniform,multiclass_tasks,0.966,,,,,0.9950902777777777
14,knn,9,uniform,multiclass_tasks,0.8010000000000002,,,,,0.9703999999999999
16,knn,9,uniform,multiclass_tasks,0.95,,,,,0.9953
18,knn,9,uniform,multiclass_tasks,0.724,,,,,0.9517194444444443
22,knn,9,uniform,multiclass_tasks,0.8075000000000001,,,,,0.9736486111111111
23,knn,9,uniform,multiclass_tasks,0.5003677146534289,,,,,0.6638033401087704
28,knn,9,uniform,multiclass_tasks,0.9704626334519574,,,,,0.9975950429389376
32,knn,9,uniform,multiclass_tasks,0.990083795185706,,,,,0.9990205552320581
45,knn,9,uniform,multiclass_tasks,0.7858934169278997,,,,,0.9223439785028763
53,knn,9,uniform,multiclass_tasks,0.6962745098039216,,,,,0.9071200000648123
2074,knn,9,uniform,multiclass_tasks,0.9045101088646967,,,,,0.9853633773243203
2079,knn,9,uniform,multiclass_tasks,0.4136801184746391,,,,,0.7285179066554772
3022,knn,9,uniform,multiclass_tasks,0.5686868686868687,,,,,0.9066778900112233
3481,knn,9,uniform,multiclass_tasks,0.9117603107205159,,,,,0.9940770529052001
3549,knn,9,uniform,multiclass_tasks,0.9928991596638657,,,,,0.9995150814971666
3560,knn,9,uniform,multiclass_tasks,0.22981012658227845,,,,,0.5511910436171782
3573,knn,9,uniform,multiclass_tasks,0.9426285714285714,,,,,0.9929674301206937
9960,knn,9,uniform,multiclass_tasks,0.7602964008468597,,,,,0.9144861188001258
9964,knn,9,uniform,multiclass_tasks,0.9052122641509435,,,,,0.9907080003367529
9981,knn,9,uniform,multiclass_tasks,0.8537037037037036,,,,,0.9796392746913579
9985,knn,9,uniform,multiclass_tasks,0.5108065102745953,,,,,0.7566731620196269
3,knn,9,distance,balanced_binary_tasks,0.769101684952978,0.7759044839639679,0.7662925696594428,0.758446325894168,0.8753104780839556,0.8753104780839556
15,knn,9,distance,balanced_binary_tasks,0.9657142857142859,0.9534070711896799,0.9501666666666667,0.9505813443857584,0.9908531400966183,0.9908531400966183
29,knn,9,distance,balanced_binary_tasks,0.8405797101449274,0.8524232361004701,0.8567476383265857,0.8442110409621945,0.8989814693889396,0.8989814693889396
31,knn,9,distance,balanced_binary_tasks,0.756,0.684473088830674,0.35333333333333333,0.4638257972661579,0.7685952380952381,0.7685952380952381
37,knn,9,distance,balanced_binary_tasks,0.7513157894736842,0.6865462836383889,0.5596866096866095,0.6125400722600205,0.802505698005698,0.802505698005698
43,knn,9,distance,balanced_binary_tasks,0.9102414411015749,0.9004577461481557,0.8698439681865097,0.884236757479884,0.9529326512644223,0.9529326512644223
49,knn,9,distance,balanced_binary_tasks,0.7181798245614035,0.7311206634646703,0.8902713773681515,0.8003344447531655,0.7758987156283171,0.7758987156283171
219,knn,9,distance,balanced_binary_tasks,0.712809408676874,0.7637442512902924,0.7657907509513084,0.7501678195724821,0.7780558133114116,0.7780558133114116
9910,knn,9,distance,balanced_binary_tasks,0.7584702127659575,0.7626495587331357,0.8052907369844489,0.7833400883128838,0.8358248821201549,0.8358248821201549
9946,knn,9,distance,balanced_binary_tasks,0.9666040100250626,0.985627111256402,0.9244588744588744,0.952855410884936,0.9901523740809456,0.9901523740809456
9957,knn,9,distance,balanced_binary_tasks,0.8359029649595688,0.7506328411398276,0.7999206349206349,0.7675695350285915,0.9027089618456079,0.9027089618456079
9976,knn,9,distance,balanced_binary_tasks,0.5684615384615384,0.5574805187364851,0.6715384615384615,0.6084406597061988,0.5909556213017751,0.5909556213017751
10093,knn,9,distance,balanced_binary_tasks,0.9985401459854014,0.9967741935483871,1.0,0.9983739837398374,0.9993421052631579,0.9993421052631579
14952,knn,9,distance,balanced_binary_tasks,0.9566621390523103,0.9506447938397062,0.9730324147397317,0.9616656600895308,0.988242412475269,0.988242412475269
3021,knn,9,distance,disbalanced_binary_tasks,0.9615609167333303,0.8973004773004775,0.4288043478260869,0.5685977765639679,0.9201486424071325,0.9201486424071325
3902,knn,9,distance,disbalanced_binary_tasks,0.8978082191780821,0.6918253968253969,0.2973856209150326,0.4084598573729008,0.8820235906862746,0.8820235906862746
3903,knn,9,distance,disbalanced_binary_tasks,0.8937938918830637,0.5133333333333333,0.1375,0.2071496717936346,0.8297452824214793,0.8297452824214793
3904,knn,9,distance,disbalanced_binary_tasks,0.7783232559552747,0.3721780499500247,0.2203272399006996,0.2746923899965397,0.6467160093609003,0.6467160093609003
3913,knn,9,distance,disbalanced_binary_tasks,0.7908200290275762,0.5025487012987012,0.3936363636363636,0.41779651634914783,0.7724891774891776,0.7724891774891776
3917,knn,9,distance,disbalanced_binary_tasks,0.8264861205145564,0.39552256309222256,0.19318181818181818,0.25286828753147716,0.6782761995147635,0.6782761995147635
3918,knn,9,distance,disbalanced_binary_tasks,0.9278869778869779,0.5111111111111111,0.20714285714285713,0.2839147780324251,0.735828310039475,0.735828310039475
7592,knn,9,distance,disbalanced_binary_tasks,0.8346710374653057,0.8758786340039263,0.9119096787092158,0.8935240817064309,0.8752435700959508,0.8752435700959508
9952,knn,9,distance,disbalanced_binary_tasks,0.9010022591907989,0.8580866277482121,0.7950481649550195,0.8249105873451302,0.9515516584245395,0.9515516584245395
9971,knn,9,distance,disbalanced_binary_tasks,0.662010520163647,0.3901998259738198,0.28345588235294117,0.3188622753884646,0.651039531666325,0.651039531666325
9977,knn,9,distance,disbalanced_binary_tasks,0.9318422102306698,0.9543620845776728,0.9508157448350947,0.9522661527717556,0.9715594915077521,0.9715594915077521
9978,knn,9,distance,disbalanced_binary_tasks,0.9269863994273443,0.44107660455486536,0.1375,0.2008126427348395,0.7862040385774562,0.7862040385774562
10101,knn,9,distance,disbalanced_binary_tasks,0.6886486486486487,0.20438412206988055,0.23888888888888887,0.19502953502953502,0.5003841302602912,0.5003841302602912
6,knn,9,distance,multiclass_tasks,0.94985,,,,,0.9981282404408113
11,knn,9,distance,multiclass_tasks,0.8096006144393242,,,,,0.8253613815872276
12,knn,9,distance,multiclass_tasks,0.9655000000000001,,,,,0.9951694444444443
14,knn,9,distance,multiclass_tasks,0.8089999999999999,,,,,0.9713541666666666
16,knn,9,distance,multiclass_tasks,0.9540000000000001,,,,,0.9954305555555555
18,knn,9,distance,multiclass_tasks,0.6910000000000001,,,,,0.902998611111111
22,knn,9,distance,multiclass_tasks,0.7865,,,,,0.9607902777777776
23,knn,9,distance,multiclass_tasks,0.4772384629527487,,,,,0.633429247863056
28,knn,9,distance,multiclass_tasks,0.9713523131672599,,,,,0.9976537097664929
32,knn,9,distance,multiclass_tasks,0.9909025560426835,,,,,0.9990277589764262
45,knn,9,distance,multiclass_tasks,0.8009404388714734,,,,,0.9288237537714755
53,knn,9,distance,multiclass_tasks,0.7056862745098039,,,,,0.910118109782662
2074,knn,9,distance,multiclass_tasks,0.9051321928460343,,,,,0.9861324306732506
2079,knn,9,distance,multiclass_tasks,0.4043132173269159,,,,,0.7327950087386271
3022,knn,9,distance,multiclass_tasks,0.6353535353535353,,,,,0.9164927048260383
3481,knn,9,distance,multiclass_tasks,0.9203536749942398,,,,,0.9944030589995817
3549,knn,9,distance,multiclass_tasks,0.994075630252101,,,,,0.9995154064685314
3560,knn,9,distance,multiclass_tasks,0.21098101265822783,,,,,0.5180235149221942
3573,knn,9,distance,multiclass_tasks,0.9440714285714286,,,,,0.9931131854066881
9960,knn,9,distance,multiclass_tasks,0.7725788890009072,,,,,0.9192912337931187
9964,knn,9,distance,multiclass_tasks,0.9102319182389937,,,,,0.9913947725987249
9981,knn,9,distance,multiclass_tasks,0.8731481481481481,,,,,0.9825472608024693
9985,knn,9,distance,multiclass_tasks,0.5518329535851438,,,,,0.7754440262162583
3,knn,11,uniform,balanced_binary_tasks,0.7694190830721003,0.7820644477118441,0.7551728586171311,0.7557338330903981,0.8706895860199975,0.8706895860199975
15,knn,11,uniform,balanced_binary_tasks,0.9642857142857142,0.9526475191475192,0.9460000000000001,0.9479986230456033,0.9902190821256038,0.9902190821256038
29,knn,11,uniform,balanced_binary_tasks,0.8405797101449275,0.8459942742866084,0.8645074224021592,0.846829583737587,0.8997646307663286,0.8997646307663286
31,knn,11,uniform,balanced_binary_tasks,0.7489999999999999,0.6651713564213565,0.33333333333333337,0.4425003749049348,0.7567857142857143,0.7567857142857143
37,knn,11,uniform,balanced_binary_tasks,0.7421907040328093,0.6758446001882533,0.5223646723646723,0.5835498451218573,0.8032122507122507,0.8032122507122507
43,knn,11,uniform,balanced_binary_tasks,0.8941558992737905,0.8895150011249754,0.8367524740452918,0.8615568948511898,0.9468695212709252,0.9468695212709252
49,knn,11,uniform,balanced_binary_tasks,0.6910964912280702,0.7089359684914054,0.8886584741423451,0.7871108909100208,0.6980162152837674,0.6980162152837674
219,knn,11,uniform,balanced_binary_tasks,0.7189003701674237,0.7677734171690762,0.7751100299806326,0.7566624431380047,0.7862679547452114,0.7862679547452114
9910,knn,11,uniform,balanced_binary_tasks,0.7470078014184398,0.7541684835615902,0.7920047329276538,0.772352994213022,0.8186188517881021,0.8186188517881021
9946,knn,11,uniform,balanced_binary_tasks,0.9666353383458647,0.990096618357488,0.9196969696969697,0.9523577784360839,0.9916156462585033,0.9916156462585033
9957,knn,11,uniform,balanced_binary_tasks,0.8387331536388141,0.7585384472491106,0.8026984126984127,0.7712106482699073,0.8974628315094153,0.8974628315094153
9976,knn,11,uniform,balanced_binary_tasks,0.5646153846153845,0.5534828136248343,0.6715384615384616,0.6062263778959368,0.5959615384615384,0.5959615384615384
10093,knn,11,uniform,balanced_binary_tasks,0.9985401459854014,0.9967741935483871,1.0,0.9983739837398374,0.9993421052631579,0.9993421052631579
14952,knn,11,uniform,balanced_binary_tasks,0.9267254711037287,0.9261347940233158,0.943966318234611,0.9348941317376676,0.9788568420386883,0.9788568420386883
3021,knn,11,uniform,disbalanced_binary_tasks,0.9586424431252016,0.8757517482517482,0.3809782608695652,0.5214392231533052,0.9214364167482583,0.9214364167482583
3902,knn,11,uniform,disbalanced_binary_tasks,0.8957675956542277,0.7301190476190476,0.26372549019607844,0.37700511083119775,0.8705550449346406,0.8705550449346406
3903,knn,11,uniform,disbalanced_binary_tasks,0.8886616037889923,0.325,0.03125,0.055751633986928104,0.8206305407801417,0.8206305407801417
3904,knn,11,uniform,disbalanced_binary_tasks,0.787696314751796,0.39702256860525614,0.1942067253441661,0.25874633475189973,0.6515621576037416,0.6515621576037416
3913,knn,11,uniform,disbalanced_binary_tasks,0.8215529753265602,0.5568542568542568,0.4136363636363637,0.45792765112424555,0.8059143701826628,0.8059143701826628
3917,knn,11,uniform,disbalanced_binary_tasks,0.8392800722184608,0.47076275977204773,0.17462121212121212,0.24742071720499936,0.6916752010445615,0.6916752010445615
3918,knn,11,uniform,disbalanced_binary_tasks,0.9314905814905815,0.5533333333333333,0.14464285714285713,0.22063714063714066,0.7546576603008641,0.7546576603008641
7592,knn,11,uniform,disbalanced_binary_tasks,0.8391138528497791,0.8762022058056995,0.9182614411942392,0.8967321415729032,0.8812059818248722,0.8812059818248722
9952,knn,11,uniform,disbalanced_binary_tasks,0.8699133976860409,0.7990000733154761,0.7446341851763395,0.7705362044211194,0.9330674540505186,0.9330674540505186
9971,knn,11,uniform,disbalanced_binary_tasks,0.6552308591466979,0.33654761904761904,0.22279411764705878,0.2626776718035484,0.6579183960169434,0.6579183960169434
9977,knn,11,uniform,disbalanced_binary_tasks,0.9283603496845778,0.9509933629370474,0.9494348856990857,0.9498662868625916,0.9714328964633072,0.9714328964633072
9978,knn,11,uniform,disbalanced_binary_tasks,0.9376489994086707,0.5402380952380953,0.1,0.1635336209235792,0.8061243484735666,0.8061243484735666
10101,knn,11,uniform,disbalanced_binary_tasks,0.7233693693693695,0.3665811965811966,0.26111111111111107,0.23038460658265497,0.5944989106753812,0.5944989106753812
6,knn,11,uniform,multiclass_tasks,0.94055,,,,,0.998245635157037
11,knn,11,uniform,multiclass_tasks,0.8287762416794676,,,,,0.8777100553415009
12,knn,11,uniform,multiclass_tasks,0.967,,,,,0.9966041666666665
14,knn,11,uniform,multiclass_tasks,0.796,,,,,0.971011111111111
16,knn,11,uniform,multiclass_tasks,0.946,,,,,0.9954152777777777
18,knn,11,uniform,multiclass_tasks,0.7215,,,,,0.9537805555555556
22,knn,11,uniform,multiclass_tasks,0.8055,,,,,0.975484722222222
23,knn,11,uniform,multiclass_tasks,0.5010479867622725,,,,,0.671701079166617
28,knn,11,uniform,multiclass_tasks,0.9681494661921709,,,,,0.9978213373024296
32,knn,11,uniform,multiclass_tasks,0.9895377616014558,,,,,0.9990569500579097
45,knn,11,uniform,multiclass_tasks,0.7990595611285267,,,,,0.9307336737502908
53,knn,11,uniform,multiclass_tasks,0.7128151260504202,,,,,0.908798029181006
2074,knn,11,uniform,multiclass_tasks,0.9027993779160187,,,,,0.9856241702564852
2079,knn,11,uniform,multiclass_tasks,0.40692336171788224,,,,,0.7323353297004768
3022,knn,11,uniform,multiclass_tasks,0.5595959595959596,,,,,0.908327721661055
3481,knn,11,uniform,multiclass_tasks,0.9106061354135809,,,,,0.9946620206291363
3549,knn,11,uniform,multiclass_tasks,0.9928991596638657,,,,,0.9999771389709429
3560,knn,11,uniform,multiclass_tasks,0.2148259493670886,,,,,0.556953637896777
3573,knn,11,uniform,multiclass_tasks,0.9403142857142857,,,,,0.993539856896246
9960,knn,11,uniform,multiclass_tasks,0.7555264307557885,,,,,0.9161873692570829
9964,knn,11,uniform,multiclass_tasks,0.9052161949685533,,,,,0.9919688030617259
9981,knn,11,uniform,multiclass_tasks,0.850925925925926,,,,,0.9797743055555557
9985,knn,11,uniform,multiclass_tasks,0.5055729383952162,,,,,0.7593526396489929
3,knn,11,distance,balanced_binary_tasks,0.7741163793103449,0.7861008150298923,0.7610810113519091,0.7610128628654939,0.8795961369377079,0.8795961369377079
15,knn,11,distance,balanced_binary_tasks,0.962857142857143,0.9488141858141859,0.9460000000000001,0.9460428407326781,0.9907172705314009,0.9907172705314009
29,knn,11,distance,balanced_binary_tasks,0.8434782608695652,0.8552115893392969,0.8592442645074223,0.8471561799806798,0.9006501676026295,0.9006501676026295
31,knn,11,distance,balanced_binary_tasks,0.75,0.669773363891011,0.3333333333333333,0.4435585748507388,0.7681666666666667,0.7681666666666667
37,knn,11,distance,balanced_binary_tasks,0.7422077922077922,0.6679942666029622,0.5411680911680911,0.5939366155009699,0.8063076923076924,0.8063076923076924
43,knn,11,distance,balanced_binary_tasks,0.9074148825804016,0.8982789422436973,0.8643251775848461,0.8803163458152392,0.9545465689528161,0.9545465689528161
49,knn,11,distance,balanced_binary_tasks,0.6931798245614036,0.7108433224899844,0.8886584741423451,0.7882706866951482,0.7262859803419576,0.7262859803419576
219,knn,11,distance,balanced_binary_tasks,0.716097622478316,0.7660167973844497,0.771121564523075,0.7537215003940776,0.784414983446955,0.784414983446955
